Crater_ID,Latitude,Longitude,Elevation,Temperature,Ice_Probability,Estimated_Area_sqm,Estimated_Depth_m,Calculated_Volume_m3,Status
CRATER-ICE-045,-88.05318987370008,211.23644682405285,-1777.8779236920236,86.96023060004245,0.974,7838.8,24.5,187057.3,Confirmed Cryogenic Deposit
CRATER-ICE-046,-89.4410800007668,129.43553202720125,-2014.6031211341829,40.00606274910024,0.974,7838.8,24.5,187057.3,Confirmed Cryogenic Deposit
CRATER-ICE-047,-88.0149422849907,77.24034767880082,-1708.2442956973318,70.72999977991677,0.974,7838.8,24.5,187057.3,Confirmed Cryogenic Deposit
CRATER-ICE-048,-89.49510106235235,199.4757409424974,-1004.7212451980909,88.44246597996789,0.974,7838.8,24.5,187057.3,Confirmed Cryogenic Deposit
CRATER-ICE-049,-88.5232632549895,179.15383962187855,-1535.8775966649832,80.12641032713913,0.973,7832.6,24.5,186717.4,Confirmed Cryogenic Deposit
CRATER-ICE-050,-89.72055837456374,155.4505542387998,-1625.7151121384816,78.66065489340824,0.973,7832.6,24.5,186717.4,Confirmed Cryogenic Deposit
CRATER-ICE-051,-88.42633748324188,32.736761968694815,-53.099984143242864,44.930269752998655,0.972,7826.4,24.5,186377.9,Confirmed Cryogenic Deposit
CRATER-ICE-052,-89.16520284202898,31.21436433443048,-291.0469002859662,56.7183651784053,0.971,7820.2,24.5,186038.6,Confirmed Cryogenic Deposit
CRATER-ICE-053,-89.27918917014293,74.6217081179048,-1069.2577436910951,94.88904485391106,0.971,7820.2,24.5,186038.6,Confirmed Cryogenic Deposit
CRATER-ICE-054,-88.75401099201386,340.97505696228774,-1091.6569322240343,52.311331370986906,0.97,7814.0,24.4,184941.8,Confirmed Cryogenic Deposit
CRATER-ICE-055,-89.89274214694869,64.38278466280777,-1199.8208416033697,92.9132146415201,0.969,7807.8,24.4,184604.5,Confirmed Cryogenic Deposit
CRATER-ICE-056,-89.04433314007971,113.19627809210594,-817.5697478461732,46.56609271222703,0.969,7807.8,24.4,184604.5,Confirmed Cryogenic Deposit
CRATER-ICE-057,-88.33961112112317,328.3949652413492,-561.1466615115279,56.60891248246649,0.969,7807.8,24.4,184604.5,Confirmed Cryogenic Deposit
CRATER-ICE-058,-88.63930517156444,53.83775468050003,-282.4297053958643,48.33167800366412,0.968,7801.6,24.4,184267.6,Confirmed Cryogenic Deposit
CRATER-ICE-059,-89.77155097600247,269.33824765033063,-1282.2139691900798,90.77019452360308,0.968,7801.6,24.4,184267.6,Confirmed Cryogenic Deposit
CRATER-ICE-060,-88.43701224911264,168.37942174961432,-685.0649975820073,81.83930453283153,0.968,7801.6,24.4,184267.6,Confirmed Cryogenic Deposit
CRATER-ICE-061,-89.69984357948547,212.15939218118208,-1760.999635523261,62.45573659106932,0.968,7801.6,24.4,184267.6,Confirmed Cryogenic Deposit
CRATER-ICE-062,-89.59865029994316,267.6070424052045,-1346.8322576131725,55.52490869870053,0.967,7795.4,24.4,183930.9,Confirmed Cryogenic Deposit
CRATER-ICE-063,-88.55206615719545,28.6722464525157,-1889.030481908721,60.74188049209387,0.967,7795.4,24.4,183930.9,Confirmed Cryogenic Deposit
CRATER-ICE-064,-88.86125046924776,120.39930976251746,-419.3413301691493,82.95668873836554,0.967,7795.4,24.4,183930.9,Confirmed Cryogenic Deposit
CRATER-ICE-065,-89.22015324018426,329.9915169698098,320.5192333776695,65.64413100164414,0.966,7789.2,24.4,183594.6,Confirmed Cryogenic Deposit
CRATER-ICE-066,-89.30606375267423,121.40559030090314,-99.01442349154196,40.66028233527887,0.966,7789.2,24.4,183594.6,Confirmed Cryogenic Deposit
CRATER-ICE-067,-89.8583646753275,45.59611422498981,-1698.0911199674551,86.7107207685537,0.964,7776.8,24.3,182173.1,Confirmed Cryogenic Deposit
CRATER-ICE-068,-88.52068421014654,265.87657922290686,-277.197720174765,79.02685566330459,0.964,7776.8,24.3,182173.1,Confirmed Cryogenic Deposit
CRATER-ICE-069,-89.30072689807878,103.41277015574435,-12.28651049879386,63.34730059899421,0.964,7776.8,24.3,182173.1,Confirmed Cryogenic Deposit
CRATER-ICE-070,-88.99556555419935,83.62427547472295,-1506.0670741779468,41.13446476075704,0.963,7770.6,24.3,181839.0,Confirmed Cryogenic Deposit
CRATER-ICE-071,-88.23414529015268,24.22246065174524,-1749.3859164538812,64.74028016448737,0.962,7764.4,24.3,181505.3,Confirmed Cryogenic Deposit
CRATER-ICE-072,-89.54812842105181,153.4745858366525,-405.8975176164564,85.91694197952134,0.962,7764.4,24.3,181505.3,Confirmed Cryogenic Deposit
CRATER-ICE-073,-88.78482063753808,46.91662081283814,-1566.7186905702351,64.59112741149804,0.962,7764.4,24.3,181505.3,Confirmed Cryogenic Deposit
CRATER-ICE-074,-88.5151632596871,339.8741229349312,-1548.0420801886878,82.8682850281165,0.961,7758.2,24.3,181171.8,Confirmed Cryogenic Deposit
CRATER-ICE-075,-88.97532901129307,331.4775058689871,-1024.7427499698651,71.39624594271685,0.961,7758.2,24.3,181171.8,Confirmed Cryogenic Deposit
CRATER-ICE-076,-88.39174560257473,304.60290679984024,-1657.5222798479392,79.70523421215097,0.96,7752.0,24.3,180838.7,Confirmed Cryogenic Deposit
CRATER-ICE-077,-89.42787063435252,338.670309324406,-562.8557066863117,89.14364150239726,0.959,7745.8,24.2,179763.0,Confirmed Cryogenic Deposit
CRATER-ICE-078,-89.78164558355289,32.27480324484444,-1743.9247173974652,84.18743046242997,0.958,7739.6,24.2,179431.8,Confirmed Cryogenic Deposit
CRATER-ICE-079,-88.24349729728407,48.98024439539146,-2385.785138941847,83.87846683034371,0.958,7739.6,24.2,179431.8,Confirmed Cryogenic Deposit
CRATER-ICE-080,-89.67665252971459,182.357999967077,-808.6305402685591,78.4486252024191,0.957,7733.4,24.2,179100.9,Confirmed Cryogenic Deposit
CRATER-ICE-081,-88.27409920807901,269.9012688420756,-832.6366547203766,60.93964846795114,0.957,7733.4,24.2,179100.9,Confirmed Cryogenic Deposit
CRATER-ICE-082,-89.22216867928218,118.03823784657308,-611.7845520200101,54.27116072645001,0.957,7733.4,24.2,179100.9,Confirmed Cryogenic Deposit
CRATER-ICE-083,-89.14925127553815,202.0880967081617,-1617.4133258392574,70.53616989028593,0.956,7727.2,24.2,178770.3,Confirmed Cryogenic Deposit
CRATER-ICE-084,-89.34217549589746,109.76512477862286,-1290.8737293615718,53.271590324023016,0.955,7721.0,24.2,178440.0,Confirmed Cryogenic Deposit
CRATER-ICE-085,-89.49655568971129,228.7164048149956,-766.2375944727612,89.79662781109529,0.954,7714.8,24.1,177374.1,Confirmed Cryogenic Deposit
CRATER-ICE-086,-89.26390082040771,290.16594165710484,-1138.6137124856346,54.164449763232085,0.954,7714.8,24.1,177374.1,Confirmed Cryogenic Deposit
CRATER-ICE-087,-88.32995245919464,274.22737432902574,-463.59233994745694,66.30496356542848,0.953,7708.6,24.1,177045.7,Confirmed Cryogenic Deposit
CRATER-ICE-088,-88.60302727967554,263.0444441502205,-430.2315371351217,87.05130870881725,0.953,7708.6,24.1,177045.7,Confirmed Cryogenic Deposit
CRATER-ICE-089,-89.24385029073471,113.3759618852157,-2269.5823665124435,59.190007482573016,0.953,7708.6,24.1,177045.7,Confirmed Cryogenic Deposit
CRATER-ICE-090,-88.69538916411074,184.297907045494,443.61191152380775,73.56515518891356,0.953,7708.6,24.1,177045.7,Confirmed Cryogenic Deposit
CRATER-ICE-091,-89.7267084042075,350.9655382116846,246.10464453654868,79.93915308345379,0.951,7696.2,24.1,176390.0,Confirmed Cryogenic Deposit
CRATER-ICE-092,-88.9546742809224,235.36005226421628,-2457.784435262504,45.12942088499109,0.95,7690.0,24.1,176062.6,Confirmed Cryogenic Deposit
CRATER-ICE-093,-88.55617006737923,21.757156178603054,-1142.123826144655,40.61256670596952,0.95,7690.0,24.1,176062.6,Confirmed Cryogenic Deposit
CRATER-ICE-094,-88.17248160886304,174.30641939613486,-1004.8872467036392,56.133012680991705,0.95,7690.0,24.1,176062.6,Confirmed Cryogenic Deposit
CRATER-ICE-095,-89.2817405734974,160.04646038499425,-2011.3313745015748,81.55638867047384,0.95,7690.0,24.1,176062.6,Confirmed Cryogenic Deposit
CRATER-ICE-096,-89.40008611716941,115.42316635808164,-755.3391779398981,55.48355008565295,0.949,7683.8,24.1,175735.4,Confirmed Cryogenic Deposit
CRATER-ICE-097,-89.69090134339741,174.82834742880254,-1960.552554732204,84.50892752078602,0.948,7677.6,24.0,174680.8,Confirmed Cryogenic Deposit
CRATER-ICE-098,-88.68839233089773,179.86262831955432,-1034.657897168707,69.22902909773539,0.948,7677.6,24.0,174680.8,Confirmed Cryogenic Deposit
CRATER-ICE-099,-88.8318412589774,236.5911581904224,-3627.191489716215,40.52378455876759,0.947,7671.4,24.0,174355.6,Confirmed Cryogenic Deposit
CRATER-ICE-100,-88.53193058056246,296.2812868008965,-861.1937007823701,94.3048112494434,0.947,7671.4,24.0,174355.6,Confirmed Cryogenic Deposit
CRATER-ICE-101,-89.6871260858807,208.7254237798638,-1186.900606454965,53.494913079253976,0.947,7671.4,24.0,174355.6,Confirmed Cryogenic Deposit
CRATER-ICE-102,-89.64461211381595,90.83618793494828,-864.759412197232,55.33601372658829,0.947,7671.4,24.0,174355.6,Confirmed Cryogenic Deposit
CRATER-ICE-103,-89.78213014910531,228.0727057018213,-1410.2723995699146,76.83081172669854,0.947,7671.4,24.0,174355.6,Confirmed Cryogenic Deposit
CRATER-ICE-104,-88.06493789380889,205.63665039054615,-2958.000804209624,54.13335427455294,0.947,7671.4,24.0,174355.6,Confirmed Cryogenic Deposit
CRATER-ICE-105,-89.29051787655371,75.27505125226114,-268.4706075717837,58.48711821154478,0.946,7665.2,24.0,174030.7,Confirmed Cryogenic Deposit
CRATER-ICE-106,-89.84962850997093,60.89828178327127,-302.6486860896648,61.73551843719052,0.946,7665.2,24.0,174030.7,Confirmed Cryogenic Deposit
CRATER-ICE-107,-89.80391110273398,231.75741891644807,-960.6401871288832,71.23440259225961,0.946,7665.2,24.0,174030.7,Confirmed Cryogenic Deposit
CRATER-ICE-108,-89.62858445412841,126.3512246133929,-1479.4095082783692,68.23667393717761,0.945,7659.0,24.0,173706.1,Confirmed Cryogenic Deposit
CRATER-ICE-109,-89.36616993977476,238.43444887424965,-903.7277861369234,88.02512506003478,0.944,7652.8,24.0,173381.8,Confirmed Cryogenic Deposit
CRATER-ICE-110,-88.97737957064714,91.49302084601318,-1653.4506542418717,77.21770983857567,0.944,7652.8,24.0,173381.8,Confirmed Cryogenic Deposit
CRATER-ICE-111,-89.16942847747487,347.0097643463478,-472.0299673115532,55.27554317048414,0.943,7646.6,23.9,172336.8,Confirmed Cryogenic Deposit
CRATER-ICE-112,-88.0549893341858,35.72555937108516,-1299.1138905881608,79.91337321307275,0.943,7646.6,23.9,172336.8,Confirmed Cryogenic Deposit
CRATER-ICE-113,-88.70598973243229,220.1381469789117,-1286.386948810088,41.2977092624761,0.943,7646.6,23.9,172336.8,Confirmed Cryogenic Deposit
CRATER-ICE-114,-89.25321804338292,193.3809557774504,-861.8971062459473,72.97304061820418,0.943,7646.6,23.9,172336.8,Confirmed Cryogenic Deposit
CRATER-ICE-115,-88.77287901679597,170.43657609385755,-1580.4275573882835,69.06651005277509,0.942,7640.4,23.9,172014.4,Confirmed Cryogenic Deposit
CRATER-ICE-116,-88.53931371897593,333.4294751092656,-1425.47587951768,61.04264329755525,0.942,7640.4,23.9,172014.4,Confirmed Cryogenic Deposit
CRATER-ICE-117,-89.68609725821733,328.41164199641605,-2098.3317419580567,43.34145512734111,0.942,7640.4,23.9,172014.4,Confirmed Cryogenic Deposit
CRATER-ICE-118,-88.40594447261046,161.02899225093623,-1445.796980529385,75.4252081389902,0.942,7640.4,23.9,172014.4,Confirmed Cryogenic Deposit
CRATER-ICE-119,-88.04407937582975,132.84638366802218,-75.48192199362916,76.46221003862861,0.941,7634.2,23.9,171692.4,Confirmed Cryogenic Deposit
CRATER-ICE-120,-89.14584577521697,51.40282920043849,-1951.6521338031664,66.2656129759749,0.941,7634.2,23.9,171692.4,Confirmed Cryogenic Deposit
CRATER-ICE-121,-89.13179434060184,17.693420524263736,-243.8580707908668,71.887075489528,0.94,7628.0,23.9,171370.6,Confirmed Cryogenic Deposit
CRATER-ICE-122,-89.40709547648055,79.36937315977315,-810.2254442956582,60.45612005430697,0.94,7628.0,23.9,171370.6,Confirmed Cryogenic Deposit
CRATER-ICE-123,-88.1739439334661,327.4431938569084,-938.2635576977676,61.46533751937038,0.94,7628.0,23.9,171370.6,Confirmed Cryogenic Deposit
CRATER-ICE-124,-88.34507719291888,309.286929510444,-92.10312496476467,82.45382047516196,0.94,7628.0,23.9,171370.6,Confirmed Cryogenic Deposit
CRATER-ICE-125,-88.32767799842294,61.590948068578335,-2560.912379413793,84.66248812033575,0.939,7621.8,23.9,171049.2,Confirmed Cryogenic Deposit
CRATER-ICE-126,-89.08592998268729,177.7849253069621,-1184.9675909536477,41.96397903394945,0.938,7615.6,23.9,170728.0,Confirmed Cryogenic Deposit
CRATER-ICE-127,-88.01077242489714,246.24895020914585,-360.9644482630072,92.46866427442984,0.937,7609.4,23.8,169694.2,Confirmed Cryogenic Deposit
CRATER-ICE-128,-88.08528110614577,161.85560616278545,-1592.6983159148526,79.22346911411452,0.937,7609.4,23.8,169694.2,Confirmed Cryogenic Deposit
CRATER-ICE-129,-88.39102507057355,221.5989443495445,-1340.9073581686227,80.17750923403813,0.936,7603.2,23.8,169375.0,Confirmed Cryogenic Deposit
CRATER-ICE-130,-89.38593741267282,182.99220993961004,-921.523766570124,56.65009466845698,0.936,7603.2,23.8,169375.0,Confirmed Cryogenic Deposit
CRATER-ICE-131,-88.12563746669699,181.84160006784228,-2078.54910702252,48.20038419581672,0.936,7603.2,23.8,169375.0,Confirmed Cryogenic Deposit
CRATER-ICE-132,-89.15306858340655,162.20969741380227,-1152.0297138434348,76.34761671209606,0.936,7603.2,23.8,169375.0,Confirmed Cryogenic Deposit
CRATER-ICE-133,-88.1143189651344,287.48010172701566,-750.8218961390936,90.4404322720654,0.935,7597.0,23.8,169056.0,Confirmed Cryogenic Deposit
CRATER-ICE-134,-89.3852088731989,292.0185373964876,-1028.429386025959,74.02365779393938,0.935,7597.0,23.8,169056.0,Confirmed Cryogenic Deposit
CRATER-ICE-135,-89.88693187178268,185.9567437401344,-792.090201663044,90.15049952239204,0.935,7597.0,23.8,169056.0,Confirmed Cryogenic Deposit
CRATER-ICE-136,-88.87158678921081,359.50223489917846,-2243.2025422693105,89.70580721201301,0.935,7597.0,23.8,169056.0,Confirmed Cryogenic Deposit
CRATER-ICE-137,-88.47757405516022,208.88227159169105,-577.8119622017164,70.89201273614194,0.934,7590.8,23.8,168737.4,Confirmed Cryogenic Deposit
CRATER-ICE-138,-88.01804023019872,50.202085033857664,-1270.6986300211167,80.74145907105807,0.934,7590.8,23.8,168737.4,Confirmed Cryogenic Deposit
CRATER-ICE-139,-88.10039322048954,94.54810045178652,-1635.4195463396304,92.66479379640268,0.934,7590.8,23.8,168737.4,Confirmed Cryogenic Deposit
CRATER-ICE-140,-88.05716711239619,96.79015619244238,-1947.675115918777,56.62649472672902,0.933,7584.6,23.8,168419.1,Confirmed Cryogenic Deposit
CRATER-ICE-141,-89.08965048024046,228.32751275191532,-952.5772918986444,57.16401600624823,0.933,7584.6,23.8,168419.1,Confirmed Cryogenic Deposit
CRATER-ICE-142,-88.7908317170232,210.69391518354476,-1747.996920101114,83.3060821903236,0.933,7584.6,23.8,168419.1,Confirmed Cryogenic Deposit
CRATER-ICE-143,-89.39787509999859,49.91491048078934,586.4927337057413,77.18823231323006,0.933,7584.6,23.8,168419.1,Confirmed Cryogenic Deposit
CRATER-ICE-144,-89.25907184319306,285.7809283735019,-2468.196808583886,80.13065146316706,0.933,7584.6,23.8,168419.1,Confirmed Cryogenic Deposit
CRATER-ICE-145,-89.46376349456746,136.60609701364731,-1293.1906821048278,92.36133524432653,0.932,7578.4,23.7,167394.7,Confirmed Cryogenic Deposit
CRATER-ICE-146,-88.97003975547263,273.74402422349374,-1591.324940147373,88.47650492502933,0.932,7578.4,23.7,167394.7,Confirmed Cryogenic Deposit
CRATER-ICE-147,-89.1039991986438,192.1020952713159,-528.044368206378,85.69593300074528,0.931,7572.2,23.7,167078.3,Confirmed Cryogenic Deposit
CRATER-ICE-148,-88.04684804638977,256.53650662742155,-878.241740070119,70.93812788576214,0.931,7572.2,23.7,167078.3,Confirmed Cryogenic Deposit
CRATER-ICE-149,-89.83820025896662,287.07139941899914,-1583.9745169189812,92.93907886226054,0.931,7572.2,23.7,167078.3,Confirmed Cryogenic Deposit
CRATER-ICE-150,-89.69923709990269,294.4668579656953,19.710877186204925,87.51285811971849,0.931,7572.2,23.7,167078.3,Confirmed Cryogenic Deposit
CRATER-ICE-151,-88.15565455082161,66.08866584785255,-1637.0112073419718,61.64856880695421,0.93,7566.0,23.7,166762.2,Confirmed Cryogenic Deposit
CRATER-ICE-152,-89.2242218387166,323.11163754795024,-182.48036366084523,88.86479757128126,0.93,7566.0,23.7,166762.2,Confirmed Cryogenic Deposit
CRATER-ICE-153,-89.23715029356832,243.65521570681693,-1209.5978757021792,79.29008390710308,0.93,7566.0,23.7,166762.2,Confirmed Cryogenic Deposit
CRATER-ICE-154,-88.83857944674419,208.48672945261768,-1299.7745265891888,42.03292926213082,0.93,7566.0,23.7,166762.2,Confirmed Cryogenic Deposit
CRATER-ICE-155,-88.98823632142258,304.84260067310834,-437.5924014287601,89.5075873211152,0.93,7566.0,23.7,166762.2,Confirmed Cryogenic Deposit
CRATER-ICE-156,-89.48104189947227,64.79986197984726,-3526.928595584403,63.88933359152837,0.929,7559.8,23.7,166446.4,Confirmed Cryogenic Deposit
CRATER-ICE-157,-88.63386771420141,15.784866898786763,-2170.7706881223385,91.02007449292526,0.928,7553.6,23.7,166130.9,Confirmed Cryogenic Deposit
CRATER-ICE-158,-88.04311497481615,38.51685402286439,-1765.1804006126372,57.34944563450438,0.928,7553.6,23.7,166130.9,Confirmed Cryogenic Deposit
CRATER-ICE-159,-89.08052675795207,131.43012238238427,-1200.3829744548043,55.40661081307634,0.927,7547.4,23.6,165116.0,Confirmed Cryogenic Deposit
CRATER-ICE-160,-89.31950380974976,115.40433096593964,-612.8396173086093,62.11510121760482,0.926,7541.2,23.6,164802.4,Confirmed Cryogenic Deposit
CRATER-ICE-161,-89.0764027577643,283.77907494149866,-474.532682901659,41.53503924175161,0.926,7541.2,23.6,164802.4,Confirmed Cryogenic Deposit
CRATER-ICE-162,-88.22178015729017,182.49484178779,-635.8810728494586,76.90269187386639,0.926,7541.2,23.6,164802.4,Confirmed Cryogenic Deposit
CRATER-ICE-163,-88.72186176373583,227.02870619390896,-1484.7479336695765,40.253030014923645,0.924,7528.8,23.6,164176.0,Confirmed Cryogenic Deposit
CRATER-ICE-164,-88.11577137282549,192.84802936417077,-1950.773684592868,56.18377244486536,0.922,7516.4,23.6,163550.9,Confirmed Cryogenic Deposit
CRATER-ICE-165,-88.07425172083524,30.672171921478316,-1206.6886298171655,70.88409901799434,0.922,7516.4,23.6,163550.9,Confirmed Cryogenic Deposit
CRATER-ICE-166,-88.45544933606794,357.41956740551115,-948.0225027557342,65.41532533060231,0.922,7516.4,23.6,163550.9,Confirmed Cryogenic Deposit
CRATER-ICE-167,-89.44272602196142,257.4852672537479,-822.5040416986594,67.47444687592221,0.922,7516.4,23.6,163550.9,Confirmed Cryogenic Deposit
CRATER-ICE-168,-89.14411041154591,56.983052181275305,-1987.5304369401697,45.94381124046291,0.921,7510.2,23.5,162547.0,Confirmed Cryogenic Deposit
CRATER-ICE-169,-88.4175959677823,35.901433387212464,-1637.2386369891803,51.78891916141412,0.921,7510.2,23.5,162547.0,Confirmed Cryogenic Deposit
CRATER-ICE-170,-89.74910319892093,90.7193597918658,-618.2656088863196,78.20696596634792,0.921,7510.2,23.5,162547.0,Confirmed Cryogenic Deposit
CRATER-ICE-171,-88.64236409798968,140.79320789335938,-1239.5732570586013,90.11794497919814,0.918,7491.6,23.5,161616.3,Confirmed Cryogenic Deposit
CRATER-ICE-172,-89.83550264068698,32.2103242117394,-539.2611335754775,61.241160850023455,0.918,7491.6,23.5,161616.3,Confirmed Cryogenic Deposit
CRATER-ICE-173,-88.55938686097673,103.05325273794595,-1669.355671009498,58.29769135566024,0.918,7491.6,23.5,161616.3,Confirmed Cryogenic Deposit
CRATER-ICE-174,-88.58899070744074,61.80415021555809,-1855.5094643990328,93.6948534782617,0.917,7485.4,23.5,161306.6,Confirmed Cryogenic Deposit
